fecha_evento,albaran_id,eventos_total,eventos_override,coherence_before,coherence_after,policy_applied,policy_reason,run_id,ts_utc
2029-07-08,AE 507,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-08,AE 508,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-09,AE 509,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-09,AE 510,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-10,AE 514,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-10,AE 515,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-10,AE 516,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-10,AE 517,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 518,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 519,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 520,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 521,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-11,AE 522,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-14,AE 523,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-14,AE 524,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-15,AE 525,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-16,AE 528,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-16,AE 529,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-16,AE 530,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-17,AE 531,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-17,AE 532,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-17,AE 533,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-17,AE 534,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-18,AE 535,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-18,AE 536,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-18,AE 537,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-07-18,AE 538,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
